InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
555473,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,8.5
549573,84592,CROCHET ROSE PURSE WITH SUEDE BACK,2,2011-04-10 16:01:00,2.95,14504.0,United Kingdom,5.9
559354,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,6,2011-07-07 18:02:00,2.95,16012.0,United Kingdom,17.700000000000003
581493,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,12,2011-12-09 10:10:00,1.25,12423.0,Belgium,15.0
573029,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,2011-10-27 13:33:00,4.95,14971.0,United Kingdom,4.95
578805,22384,LUNCH BAG PINK POLKADOT,10,2011-11-25 12:57:00,1.65,16401.0,United Kingdom,16.5
568785,21429,RED GINGHAM ROSE JEWELLERY BOX,8,2011-09-29 09:16:00,1.95,16929.0,United Kingdom,15.6
573937,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-11-02 10:40:00,0.42,15830.0,United Kingdom,5.04
579559,22694,WICKER STAR ,1,2011-11-30 11:30:00,2.1,16764.0,United Kingdom,2.1
564312,23199,JUMBO BAG APPLES,400,2011-08-24 12:52:00,1.79,15769.0,United Kingdom,716.0
572885,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-10-26 13:45:00,0.83,15311.0,United Kingdom,9.96
567288,20762,GREEN FERN SKETCHBOOK ,1,2011-09-19 11:49:00,3.75,16906.0,United Kingdom,3.75
570082,35964,FOLKART CLIP ON STARS,72,2011-10-07 11:19:00,0.39,12524.0,Germany,28.08
575574,22107,PIZZA PLATE IN BOX,2,2011-11-10 11:37:00,3.75,14606.0,United Kingdom,7.5
553546,21770,OPEN CLOSED METAL SIGN,36,2011-05-17 15:42:00,4.25,12415.0,Australia,153.0
566220,22952,60 CAKE CASES VINTAGE CHRISTMAS,120,2011-09-09 15:53:00,0.42,15251.0,United Kingdom,50.4
546182,85206A,CREAM FELT EASTER EGG BASKET,6,2011-03-10 10:53:00,1.65,14334.0,United Kingdom,9.9
571271,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-10-16 12:16:00,2.95,15440.0,United Kingdom,8.850000000000001
556629,23199,JUMBO BAG APPLES,20,2011-06-13 14:55:00,2.08,14841.0,United Kingdom,41.6
575976,22726,ALARM CLOCK BAKELIKE GREEN,3,2011-11-13 13:26:00,3.75,15271.0,United Kingdom,11.25
573879,23439,HAND WARMER RED LOVE HEART,2,2011-11-01 13:21:00,2.1,15039.0,United Kingdom,4.2
580640,21679,SKULLS  STICKERS,1,2011-12-05 12:51:00,0.85,16910.0,United Kingdom,0.85
568212,23066,SMALL DECO JEWELLERY STAND,1,2011-09-25 16:05:00,8.25,15154.0,United Kingdom,8.25
577258,22602,RETROSPOT WOODEN HEART DECORATION,2,2011-11-18 12:27:00,0.85,16764.0,United Kingdom,1.7
562593,23275,SET OF 3 HANGING OWLS OLLIE BEAK,5,2011-08-07 15:43:00,1.25,16549.0,United Kingdom,6.25
564049,23158,SET OF 5 LUCKY CAT MAGNETS ,1,2011-08-22 13:30:00,2.08,17585.0,United Kingdom,2.08
572242,22469,HEART OF WICKER SMALL,12,2011-10-21 15:36:00,1.65,15677.0,United Kingdom,19.8
581141,22561,WOODEN SCHOOL COLOURING SET,24,2011-12-07 13:35:00,1.65,14132.0,United Kingdom,39.6
551953,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-05 11:53:00,7.95,13448.0,United Kingdom,15.9
541224,POST,POSTAGE,1,2011-01-14 14:45:00,18.0,12474.0,Germany,18.0
559526,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1,2011-07-10 11:19:00,0.83,15756.0,United Kingdom,0.83
556776,22593,CHRISTMAS GINGHAM STAR,2,2011-06-14 12:24:00,0.85,14730.0,United Kingdom,1.7
557846,15036,ASSORTED COLOURS SILK FAN,12,2011-06-23 10:44:00,0.83,17365.0,United Kingdom,9.96
547772,20727,LUNCH BAG  BLACK SKULL.,2,2011-03-25 11:34:00,1.65,17979.0,United Kingdom,3.3
543031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-02-02 15:26:00,2.95,14798.0,United Kingdom,17.700000000000003
563927,21395,BLUE POLKADOT BEAKER ,48,2011-08-21 15:01:00,0.39,14013.0,United Kingdom,18.72
578472,23245,SET OF 3 REGENCY CAKE TINS,4,2011-11-24 12:40:00,4.95,12476.0,Germany,19.8
542146,22424,ENAMEL BREAD BIN CREAM,2,2011-01-26 09:27:00,12.75,13405.0,United Kingdom,25.5
565091,22680,FRENCH BLUE METAL DOOR SIGN 5,10,2011-09-01 10:28:00,1.25,16011.0,United Kingdom,12.5
571275,20756,GREEN FERN POCKET BOOK,3,2011-10-16 12:28:00,0.85,15994.0,United Kingdom,2.55
545059,22983,CARD BILLBOARD FONT,24,2011-02-27 13:04:00,0.42,14157.0,United Kingdom,10.08
559930,22428,ENAMEL FIRE BUCKET CREAM,6,2011-07-14 09:22:00,6.95,17738.0,United Kingdom,41.7
578244,22384,LUNCH BAG PINK POLKADOT,10,2011-11-23 12:36:00,1.65,15727.0,United Kingdom,16.5
550477,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2011-04-18 14:01:00,0.85,17338.0,United Kingdom,3.4
572513,20616,CHERRY BLOSSOM PASSPORT COVER,1,2011-10-24 14:36:00,0.75,16728.0,United Kingdom,0.75
557123,85199L,LARGE HANGING IVORY & RED WOOD BIRD,2,2011-06-16 17:56:00,0.65,15555.0,United Kingdom,1.3
538308,22348,TEA BAG PLATE RED RETROSPOT,24,2010-12-10 13:29:00,0.85,14107.0,United Kingdom,20.4
573911,84970S,HANGING HEART ZINC T-LIGHT HOLDER,5,2011-11-01 15:40:00,0.85,17315.0,United Kingdom,4.25
575068,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-11-08 12:46:00,0.85,14282.0,United Kingdom,8.5
562377,23288,GREEN VINTAGE SPOT BEAKER,2,2011-08-04 15:04:00,0.85,14535.0,United Kingdom,1.7
575643,22633,HAND WARMER UNION JACK,12,2011-11-10 14:09:00,2.1,13267.0,United Kingdom,25.200000000000003
579301,21329,DINOSAURS  WRITING SET ,4,2011-11-29 11:32:00,1.65,18118.0,United Kingdom,6.6
577094,21154,RED RETROSPOT OVEN GLOVE ,2,2011-11-17 16:39:00,1.25,15435.0,United Kingdom,2.5
576463,22766,PHOTO FRAME CORNICE,2,2011-11-15 11:37:00,2.95,17974.0,United Kingdom,5.9
573496,22424,ENAMEL BREAD BIN CREAM,1,2011-10-31 11:59:00,12.75,17841.0,United Kingdom,12.75
576933,21162,TOXIC AREA  DOOR HANGER ,1,2011-11-17 11:29:00,0.39,15529.0,United Kingdom,0.39
577736,85114C,RED ENCHANTED FOREST PLACEMAT,2,2011-11-21 13:20:00,1.65,14606.0,United Kingdom,3.3
556474,22467,GUMBALL COAT RACK,1,2011-06-12 12:01:00,2.55,16007.0,United Kingdom,2.55
566922,23312,VINTAGE CHRISTMAS GIFT SACK,8,2011-09-15 14:58:00,4.15,16156.0,United Kingdom,33.2
545719,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-03-07 10:28:00,1.69,13344.0,United Kingdom,20.28
540115,85187,S/12 MINI RABBIT EASTER,6,2011-01-05 09:51:00,1.65,15235.0,United Kingdom,9.9
569000,85032C,CURIOUS IMAGES GIFT WRAP SET,12,2011-09-29 17:36:00,0.65,17015.0,United Kingdom,7.800000000000001
568659,22952,60 CAKE CASES VINTAGE CHRISTMAS,24,2011-09-28 12:28:00,0.55,13516.0,United Kingdom,13.2
541262,85206A,CREAM FELT EASTER EGG BASKET,3,2011-01-16 15:50:00,1.65,18069.0,United Kingdom,4.949999999999999
575683,23080,RED METAL BOX TOP SECRET,48,2011-11-10 15:51:00,7.5,17389.0,United Kingdom,360.0
549906,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-04-12 16:28:00,3.95,14998.0,United Kingdom,3.95
576025,21563,RED HEART SHAPE LOVE BUCKET ,1,2011-11-13 14:34:00,2.95,13232.0,United Kingdom,2.95
565541,22996,TRAVEL CARD WALLET VINTAGE TICKET,6,2011-09-05 12:00:00,0.42,14159.0,United Kingdom,2.52
552695,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-05-10 15:31:00,1.25,16320.0,Unspecified,15.0
579501,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,18,2011-11-29 16:16:00,2.75,14088.0,United Kingdom,49.5
581425,22438,BALLOON ART MAKE YOUR OWN FLOWERS,2,2011-12-08 15:31:00,0.39,14796.0,United Kingdom,0.78
553707,22301,COFFEE MUG CAT + BIRD DESIGN,12,2011-05-18 15:26:00,2.55,16843.0,United Kingdom,30.6
575017,22737,RIBBON REEL CHRISTMAS PRESENT ,5,2011-11-08 11:25:00,1.65,17219.0,United Kingdom,8.25
543300,48194,DOORMAT HEARTS,2,2011-02-07 11:42:00,7.95,13334.0,United Kingdom,15.9
570027,23401,RUSTIC MIRROR WITH LACE HEART,2,2011-10-07 10:41:00,6.25,14844.0,United Kingdom,12.5
544846,84360,TABLE LAMP WHITE SHADE WOOD BASE,1,2011-02-24 11:11:00,5.95,16719.0,United Kingdom,5.95
578027,22626,BLACK KITCHEN SCALES,2,2011-11-22 13:29:00,8.5,15977.0,United Kingdom,17.0
580128,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-12-01 17:56:00,9.95,17576.0,United Kingdom,19.9
545592,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-03-04 10:30:00,2.1,17581.0,United Kingdom,25.200000000000003
572330,21165,BEWARE OF THE CAT METAL SIGN ,1,2011-10-24 10:17:00,1.69,16426.0,United Kingdom,1.69
543924,15056N,EDWARDIAN PARASOL NATURAL,2,2011-02-14 14:14:00,5.95,16904.0,United Kingdom,11.9
537334,22726,ALARM CLOCK BAKELIKE GREEN,2,2010-12-06 12:06:00,3.75,16719.0,United Kingdom,7.5
577633,23193,BUFFALO BILL TREASURE BOOK BOX,8,2011-11-21 10:35:00,2.25,14194.0,United Kingdom,18.0
573866,23094,LE GRAND TRAY CHIC SET,1,2011-11-01 12:06:00,12.5,17495.0,United Kingdom,12.5
563016,22423,REGENCY CAKESTAND 3 TIER,3,2011-08-11 12:44:00,12.75,15358.0,United Kingdom,38.25
549297,21658,GLASS  BEURRE DISH,12,2011-04-08 07:49:00,3.95,18061.0,United Kingdom,47.400000000000006
575932,84596F,SMALL MARSHMALLOWS PINK BOWL,8,2011-11-13 10:35:00,0.42,16923.0,United Kingdom,3.36
551849,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-04 14:33:00,3.75,16258.0,United Kingdom,15.0
578921,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-11-27 11:57:00,2.95,13596.0,United Kingdom,2.95
554869,84946,ANTIQUE SILVER T-LIGHT GLASS,72,2011-05-27 10:55:00,1.06,16525.0,United Kingdom,76.32000000000001
559027,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-07-05 14:24:00,1.25,17046.0,United Kingdom,30.0
536590,22969,HOMEMADE JAM SCENTED CANDLES,12,2010-12-01 16:52:00,1.45,13065.0,United Kingdom,17.4
555245,23176,ABC TREASURE BOOK BOX ,1,2011-06-01 14:12:00,2.25,14800.0,United Kingdom,2.25
542221,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2011-01-26 12:40:00,5.95,14978.0,United Kingdom,11.9
537111,22630,DOLLY GIRL LUNCH BOX,4,2010-12-05 12:08:00,1.95,14810.0,United Kingdom,7.8
556732,22315,200 RED + WHITE BENDY STRAWS,1,2011-06-14 11:47:00,1.25,15039.0,United Kingdom,1.25
538368,22466,FAIRY TALE COTTAGE NIGHTLIGHT,1,2010-12-12 10:57:00,1.95,15503.0,United Kingdom,1.95
541500,21967,PACK OF 12 SKULL TISSUES,12,2011-01-18 15:25:00,0.29,18041.0,United Kingdom,3.4799999999999995
546498,37448,CERAMIC CAKE DESIGN SPOTTED MUG,3,2011-03-14 11:44:00,1.49,15493.0,United Kingdom,4.47
558877,22431,WATERING CAN BLUE ELEPHANT,1,2011-07-04 13:50:00,1.95,17841.0,United Kingdom,1.95
577770,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-11-21 15:33:00,1.95,13282.0,United Kingdom,15.6
537195,22355,CHARLOTTE BAG SUKI DESIGN,100,2010-12-05 13:55:00,0.72,15311.0,United Kingdom,72.0
552176,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-05-06 13:25:00,0.55,17516.0,United Kingdom,0.55
567165,20735,BLACK MINI TAPE MEASURE ,1,2011-09-18 11:58:00,0.85,17841.0,United Kingdom,0.85
540943,79321,CHILLI LIGHTS,3,2011-01-12 12:31:00,4.95,17841.0,United Kingdom,14.85
555340,23200,JUMBO BAG PEARS,3,2011-06-02 11:33:00,2.08,13334.0,United Kingdom,6.24
573171,23581,JUMBO BAG PAISLEY PARK,10,2011-10-28 10:00:00,2.08,14218.0,United Kingdom,20.8
538807,21441,BLUE BIRDHOUSE DECORATION,1,2010-12-14 12:06:00,0.85,17194.0,United Kingdom,0.85
552963,22951,60 CAKE CASES DOLLY GIRL DESIGN,12,2011-05-12 12:57:00,0.55,16743.0,United Kingdom,6.6000000000000005
550323,23231,WRAP DOILEY DESIGN,25,2011-04-17 12:57:00,0.42,13692.0,United Kingdom,10.5
560534,22348,TEA BAG PLATE RED RETROSPOT,12,2011-07-19 12:10:00,0.85,14911.0,EIRE,10.2
568227,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-09-26 10:57:00,1.25,17841.0,United Kingdom,1.25
557009,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-06-16 11:38:00,1.69,14321.0,United Kingdom,13.52
537822,22180,RETROSPOT LAMP,2,2010-12-08 14:22:00,9.95,13523.0,United Kingdom,19.9
566929,23092,LARGE ANTIQUE WHITE PHOTO FRAME,12,2011-09-15 15:21:00,6.65,17428.0,United Kingdom,79.80000000000001
580468,22335,HEART DECORATION PAINTED ZINC ,2,2011-12-04 12:31:00,0.65,12748.0,United Kingdom,1.3
569948,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-10-06 18:23:00,1.25,14959.0,United Kingdom,15.0
550192,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-04-15 08:45:00,2.08,12582.0,Finland,24.96
573904,35646,VINTAGE BEAD PINK EVENING BAG,5,2011-11-01 14:54:00,1.25,14505.0,United Kingdom,6.25
570049,23434,3 RAFFIA RIBBONS 50'S CHRISTMAS ,10,2011-10-07 10:55:00,0.79,17228.0,United Kingdom,7.9
562560,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-08-05 17:12:00,6.35,14156.0,EIRE,12.7
572475,22174,PHOTO CUBE,3,2011-10-24 13:37:00,1.65,15271.0,United Kingdom,4.949999999999999
578620,47593B,SCOTTIE DOGS BABY BIB,1,2011-11-24 15:21:00,0.39,17247.0,United Kingdom,0.39
540458,21558,SKULL LUNCH BOX WITH CUTLERY ,6,2011-01-07 12:28:00,2.55,12501.0,Germany,15.3
565151,22294,HEART FILIGREE DOVE  SMALL,72,2011-09-01 14:29:00,1.25,16923.0,United Kingdom,90.0
569334,21915,RED  HARMONICA IN BOX ,6,2011-10-03 13:53:00,1.06,12931.0,United Kingdom,6.36
574683,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2011-11-06 12:50:00,2.55,16372.0,United Kingdom,2.55
572921,23414,ZINC BOX SIGN HOME,1,2011-10-26 16:57:00,9.95,15993.0,United Kingdom,9.95
549261,22726,ALARM CLOCK BAKELIKE GREEN,5,2011-04-07 12:35:00,3.75,14903.0,United Kingdom,18.75
546305,23050,RECYCLED ACAPULCO MAT GREEN,1,2011-03-10 16:16:00,8.25,14056.0,United Kingdom,8.25
536856,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2010-12-03 10:26:00,1.65,13370.0,United Kingdom,19.8
572859,72127,COLUMBIAN CANDLE ROUND ,2,2011-10-26 12:39:00,1.25,16418.0,United Kingdom,2.5
570841,22622,BOX OF VINTAGE ALPHABET BLOCKS,4,2011-10-12 14:18:00,11.95,12553.0,France,47.8
580399,22624,IVORY KITCHEN SCALES,1,2011-12-04 11:45:00,8.5,13471.0,United Kingdom,8.5
568954,21137,BLACK RECORD COVER FRAME,72,2011-09-29 15:32:00,3.39,13576.0,United Kingdom,244.08
577778,23439,HAND WARMER RED LOVE HEART,2,2011-11-21 16:10:00,2.1,16549.0,United Kingdom,4.2
579132,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,4,2011-11-28 12:35:00,0.29,15022.0,United Kingdom,1.16
543121,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-02-03 13:58:00,1.45,12662.0,Germany,17.4
551520,22158,3 HEARTS HANGING DECORATION RUSTIC,3,2011-05-01 11:55:00,2.95,13301.0,United Kingdom,8.850000000000001
556685,21714,CITRONELLA CANDLE GARDEN POT,12,2011-06-14 10:00:00,1.25,14503.0,United Kingdom,15.0
571040,22431,WATERING CAN BLUE ELEPHANT,2,2011-10-13 12:59:00,1.95,15272.0,United Kingdom,3.9
579154,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,2,2011-11-28 13:27:00,0.83,17218.0,United Kingdom,1.66
552822,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2011-05-11 12:59:00,1.95,15521.0,United Kingdom,23.4
568143,23389,SPACEBOY MINI BACKPACK,4,2011-09-25 11:28:00,4.15,13266.0,United Kingdom,16.6
567476,23381,PACK OF 12 VINTAGE LEAF TISSUES ,24,2011-09-20 13:19:00,0.39,14859.0,United Kingdom,9.36
558098,22082,RIBBON REEL STRIPES DESIGN ,10,2011-06-26 13:31:00,1.65,18044.0,United Kingdom,16.5
579990,23037,CANDLE HOLDER SILVER MADELINE,12,2011-12-01 11:20:00,1.65,14804.0,United Kingdom,19.8
568227,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,2011-09-26 10:57:00,1.65,17841.0,United Kingdom,1.65
546118,23053,RECYCLED ACAPULCO MAT PINK,2,2011-03-09 14:14:00,8.25,13078.0,United Kingdom,16.5
576927,23005,TRAVEL CARD WALLET I LOVE LONDON,24,2011-11-17 11:02:00,0.42,12567.0,France,10.08
555896,23306,SET OF 36 DOILIES PANTRY DESIGN,13,2011-06-07 16:04:00,1.45,15640.0,United Kingdom,18.85
557798,23265,SET OF 3 WOODEN TREE DECORATIONS,12,2011-06-23 09:38:00,1.25,16187.0,United Kingdom,15.0
550532,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-04-19 11:02:00,3.25,14606.0,United Kingdom,3.25
580156,22193,RED DINER WALL CLOCK,4,2011-12-02 10:32:00,8.5,14897.0,United Kingdom,34.0
555558,20726,LUNCH BAG WOODLAND,2,2011-06-05 14:06:00,1.65,14159.0,United Kingdom,3.3
555284,47344B,BLUE FLOWER DES PURSE,10,2011-06-02 09:37:00,0.83,14298.0,United Kingdom,8.299999999999999
536800,22717,CARD DOG AND BALL ,12,2010-12-02 16:12:00,0.42,14829.0,United Kingdom,5.04
544919,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-02-24 16:31:00,1.65,13725.0,United Kingdom,16.5
546755,22449,SILK PURSE BABUSHKA PINK,6,2011-03-16 13:29:00,3.35,12502.0,Spain,20.1
573407,23094,LE GRAND TRAY CHIC SET,3,2011-10-30 15:58:00,12.5,18067.0,United Kingdom,37.5
571046,21367,MIRRORED WALL ART GENTS,2,2011-10-13 13:35:00,0.75,18096.0,United Kingdom,1.5
549909,35965,FOLKART HEART NAPKIN RINGS,24,2011-04-12 16:43:00,0.79,15777.0,United Kingdom,18.96
572922,35004G,SET OF 3 GOLD FLYING DUCKS,1,2011-10-26 17:00:00,6.35,17895.0,United Kingdom,6.35
564199,22383,LUNCH BAG SUKI DESIGN ,3,2011-08-23 17:31:00,1.65,13263.0,United Kingdom,4.949999999999999
573442,21739,COSY SLIPPER SHOES SMALL GREEN,6,2011-10-31 10:42:00,2.95,12488.0,France,17.700000000000003
563354,21908,CHOCOLATE THIS WAY METAL SIGN,1,2011-08-15 14:35:00,2.1,15271.0,United Kingdom,2.1
573266,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,48,2011-10-28 12:40:00,0.85,15290.0,United Kingdom,40.8
568070,22867,HAND WARMER BIRD DESIGN,12,2011-09-23 14:17:00,2.1,16128.0,United Kingdom,25.200000000000003
572832,M,Manual,1,2011-10-26 11:40:00,1.0,16454.0,United Kingdom,1.0
579124,23369,SET 36 COLOUR PENCILS LOVE LONDON,1,2011-11-28 12:14:00,1.25,15721.0,United Kingdom,1.25
568833,21802,CHRISTMAS TREE HEART DECORATION,36,2011-09-29 11:39:00,0.42,17348.0,United Kingdom,15.12
550964,79190A,RETRO PLASTIC 70'S TRAY,15,2011-04-21 16:48:00,0.42,15856.0,United Kingdom,6.3
549021,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-04-05 16:13:00,8.95,13468.0,United Kingdom,17.9
544690,22624,IVORY KITCHEN SCALES,12,2011-02-23 08:48:00,7.65,14156.0,EIRE,91.8
546984,84510C,SET OF 4 POLKADOT COASTERS,2,2011-03-18 12:35:00,1.25,15019.0,United Kingdom,2.5
580958,21844,RED RETROSPOT MUG,2,2011-12-06 14:30:00,2.95,17266.0,United Kingdom,5.9
572465,23109,PACK OF SIX LED TEA LIGHTS,6,2011-10-24 13:26:00,2.89,14474.0,United Kingdom,17.34
564747,22667,RECIPE BOX RETROSPOT ,1,2011-08-28 16:09:00,2.95,14869.0,United Kingdom,2.95
569213,23322,LARGE WHITE HEART OF WICKER,2,2011-10-02 12:11:00,2.95,13782.0,United Kingdom,5.9
539044,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2010-12-15 15:47:00,1.65,15727.0,United Kingdom,1.65
567341,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-19 15:04:00,0.85,14961.0,United Kingdom,8.5
574881,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,12,2011-11-07 13:30:00,1.25,12832.0,United Kingdom,15.0
557064,20728,LUNCH BAG CARS BLUE,3,2011-06-16 15:07:00,1.65,13263.0,United Kingdom,4.949999999999999
571845,84600,NEW BAROQUE JEWELLERY BOX ,1,2011-10-19 12:34:00,7.95,16869.0,United Kingdom,7.95
543275,22433,WATERING CAN GREEN DINOSAUR,1,2011-02-06 12:49:00,1.95,13584.0,United Kingdom,1.95
545658,22259,FELT FARM ANIMAL HEN,2,2011-03-04 14:13:00,1.25,14670.0,United Kingdom,2.5
557897,22354,RETROSPOT PADDED SEAT CUSHION,5,2011-06-23 14:25:00,3.75,13881.0,United Kingdom,18.75
556740,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-06-14 12:06:00,1.65,17346.0,United Kingdom,1.65
571214,22386,JUMBO BAG PINK POLKADOT,5,2011-10-14 12:56:00,2.08,14390.0,United Kingdom,10.4
552542,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-05-10 10:20:00,0.42,16841.0,United Kingdom,6.72
576911,22040,BOTANICAL ROSE GIFT WRAP,25,2011-11-17 10:01:00,0.42,17461.0,United Kingdom,10.5
571923,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-10-19 16:24:00,2.95,12685.0,France,17.700000000000003
550773,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-04-20 13:15:00,1.69,17567.0,United Kingdom,27.04
572087,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-10-20 14:30:00,2.08,12683.0,France,24.96
559331,23106,ZINC HEARTS PLANT POT HOLDER,12,2011-07-07 15:45:00,2.89,16156.0,United Kingdom,34.68
572066,23171,REGENCY TEA PLATE GREEN ,12,2011-10-20 13:07:00,1.65,15159.0,United Kingdom,19.8
569724,22423,REGENCY CAKESTAND 3 TIER,40,2011-10-06 09:35:00,10.95,15061.0,United Kingdom,438.0
559629,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,2011-07-11 11:58:00,1.25,14690.0,United Kingdom,1.25
548861,22357,KINGS CHOICE BISCUIT TIN,4,2011-04-04 13:42:00,4.25,18185.0,United Kingdom,17.0
577745,23503,PLAYING CARDS KEEP CALM & CARRY ON,24,2011-11-21 14:06:00,1.25,18139.0,United Kingdom,30.0
538007,22254,FELT TOADSTOOL LARGE,12,2010-12-09 12:16:00,1.25,14355.0,United Kingdom,15.0
536557,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2010-12-01 14:41:00,1.25,17841.0,United Kingdom,1.25
540690,22222,CAKE PLATE LOVEBIRD WHITE,12,2011-01-11 08:45:00,1.95,13473.0,United Kingdom,23.4
559921,20751,FUNKY WASHING UP GLOVES ASSORTED,3,2011-07-13 15:42:00,2.1,13667.0,United Kingdom,6.300000000000001
539988,22834,HAND WARMER BABUSHKA DESIGN,4,2010-12-23 16:06:00,2.1,18116.0,United Kingdom,8.4
558441,21563,RED HEART SHAPE LOVE BUCKET ,1,2011-06-29 12:59:00,2.95,14606.0,United Kingdom,2.95
581538,23040,PAPER LANTERN 9 POINT SNOW STAR ,1,2011-12-09 11:34:00,5.75,14446.0,United Kingdom,5.75
544190,23000,TRAVEL CARD WALLET TRANSPORT,24,2011-02-16 16:56:00,0.42,13089.0,United Kingdom,10.08
556035,16219,HOUSE SHAPE PENCIL SHARPENER,48,2011-06-08 12:36:00,0.06,15159.0,United Kingdom,2.88
575941,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-13 11:39:00,2.95,16438.0,United Kingdom,2.95
569900,20725,LUNCH BAG RED RETROSPOT,10,2011-10-06 16:17:00,1.65,17651.0,United Kingdom,16.5
552710,22847,BREAD BIN DINER STYLE IVORY,4,2011-05-11 07:35:00,14.95,13098.0,United Kingdom,59.8
552532,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,2011-05-10 09:39:00,0.42,15615.0,United Kingdom,10.08
574722,22766,PHOTO FRAME CORNICE,2,2011-11-06 14:45:00,2.95,14502.0,United Kingdom,5.9
559814,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-07-12 15:49:00,4.15,15544.0,United Kingdom,33.2
560876,22620,4 TRADITIONAL SPINNING TOPS,12,2011-07-21 15:14:00,1.45,12626.0,Germany,17.4
560360,23284,DOORMAT KEEP CALM AND COME IN,10,2011-07-18 11:55:00,6.75,12744.0,Singapore,67.5
580291,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-12-02 13:36:00,2.1,15539.0,United Kingdom,12.6
575870,72799F,IVORY PILLAR CANDLE GOLD FLOCK,12,2011-11-11 12:46:00,2.95,15557.0,United Kingdom,35.400000000000006
560888,84660B,BLACK STITCHED WALL CLOCK,20,2011-07-21 16:33:00,0.79,15380.0,United Kingdom,15.8
556302,22311,OFFICE MUG WARMER BLACK+SILVER ,96,2011-06-10 10:24:00,2.55,15267.0,United Kingdom,244.8
541012,21866,UNION JACK FLAG LUGGAGE TAG,4,2011-01-13 11:48:00,1.25,17019.0,United Kingdom,5.0
569491,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-10-04 13:25:00,2.95,14056.0,United Kingdom,2.95
576190,22553,PLASTERS IN TIN SKULLS,1,2011-11-14 11:46:00,1.65,15039.0,United Kingdom,1.65
556942,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-06-15 16:42:00,9.95,14222.0,United Kingdom,9.95
547195,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-03-21 12:42:00,1.25,17204.0,United Kingdom,30.0
565152,84375,SET OF 20 KIDS COOKIE CUTTERS,2,2011-09-01 14:42:00,2.1,17799.0,United Kingdom,4.2
